FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,MG_PER_M3,geom
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cec,Rottnest Island,2010-06-17 10:05,NRSROT,NRSROT20100617,NRSROT20100617_ZOOBIOWC,2010-06-17T02:05:00,-32,115.4167,15.6227,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ceb,Rottnest Island,2010-07-23 12:02,NRSROT,NRSROT20100723,NRSROT20100723_ZOOBIOWC,2010-07-23T04:02:00,-32,115.4167,4.5579,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cea,Rottnest Island,2010-08-20 14:30,NRSROT,NRSROT20100820,NRSROT20100820_ZOOBIOWC,2010-08-20T06:30:00,-32,115.4167,20.9271,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce9,Rottnest Island,2010-09-24 12:22,NRSROT,NRSROT20100924,NRSROT20100924_ZOOBIOWC,2010-09-24T04:22:00,-32,115.4167,6.6404,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce8,Rottnest Island,2010-11-24 11:07,NRSROT,NRSROT20101124,NRSROT20101124_ZOOBIOWC,2010-11-24T03:07:00,-32,115.4167,10.9233,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce7,Rottnest Island,2010-12-15 10:20,NRSROT,NRSROT20101215,NRSROT20101215_ZOOBIOWC,2010-12-15T02:20:00,-32,115.4167,5.6974,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce6,Rottnest Island,2011-01-25 09:10,NRSROT,NRSROT20110125,NRSROT20110125_ZOOBIOWC,2011-01-25T01:10:00,-32,115.4167,4.5108,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce5,Rottnest Island,2011-02-24 09:35,NRSROT,NRSROT20110224,NRSROT20110224_ZOOBIOWC,2011-02-24T01:35:00,-32,115.4167,7.3948,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce4,Rottnest Island,2011-03-24 09:35,NRSROT,NRSROT20110324,NRSROT20110324_ZOOBIOWC,2011-03-24T01:35:00,-32,115.4167,4.6286,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce3,Rottnest Island,2011-05-27 09:35,NRSROT,NRSROT20110527,NRSROT20110527_ZOOBIOWC,2011-05-27T01:35:00,-32,115.4167,13.941,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce2,Rottnest Island,2011-06-22 10:00,NRSROT,NRSROT20110622,NRSROT20110622_ZOOBIOWC,2011-06-22T02:00:00,-32,115.4167,5.9096,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce1,Rottnest Island,2011-07-25 10:20,NRSROT,NRSROT20110725,NRSROT20110725_ZOOBIOWC,2011-07-25T02:20:00,-32,115.4167,14.7111,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ce0,Rottnest Island,2011-08-26 09:43,NRSROT,NRSROT20110826,NRSROT20110826_ZOOBIOWC,2011-08-26T01:43:00,-32,115.4167,8.275,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cdf,Rottnest Island,2011-09-23 09:40,NRSROT,NRSROT20110923,NRSROT20110923_ZOOBIOWC,2011-09-23T01:40:00,-32,115.4167,7.5206,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cde,Rottnest Island,2011-10-20 12:00,NRSROT,NRSROT20111020,NRSROT20111020_ZOOBIOWC,2011-10-20T04:00:00,-32,115.4167,5.273,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cdd,Rottnest Island,2011-11-22 15:08,NRSROT,NRSROT20111122,NRSROT20111122_ZOOBIOWC,2011-11-22T07:08:00,-32,115.4167,9.3752,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cdc,Rottnest Island,2011-12-21 15:45,NRSROT,NRSROT20111221,NRSROT20111221_ZOOBIOWC,2011-12-21T07:45:00,-32,115.4167,14.6639,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cdb,Rottnest Island,2012-01-30 11:09,NRSROT,NRSROT20120130,NRSROT20120130_ZOOBIOWC,2012-01-30T03:09:00,-32,115.4167,13.7995,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cda,Rottnest Island,2012-02-21 09:40,NRSROT,NRSROT20120221,NRSROT20120221_ZOOBIOWC,2012-02-21T01:40:00,-32,115.4167,12.1178,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd9,Rottnest Island,2012-03-29 10:03,NRSROT,NRSROT20120329,NRSROT20120329_ZOOBIOWC,2012-03-29T02:03:00,-32,115.4167,18.9861,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd8,Rottnest Island,2012-05-04 13:00,NRSROT,NRSROT20120504,NRSROT20120504_ZOOBIOWC,2012-05-04T05:00:00,-32,115.4167,13.4223,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd7,Rottnest Island,2012-05-23 12:22,NRSROT,NRSROT20120523,NRSROT20120523_ZOOBIOWC,2012-05-23T04:22:00,-32,115.4167,15.1826,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd6,Rottnest Island,2012-07-27 09:55,NRSROT,NRSROT20120727,NRSROT20120727_ZOOBIOWC,2012-07-27T01:55:00,-32,115.4167,13.9567,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd5,Rottnest Island,2012-08-24 11:06,NRSROT,NRSROT20120824,NRSROT20120824_ZOOBIOWC,2012-08-24T03:06:00,-32,115.4167,8.55,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd4,Rottnest Island,2012-09-28 11:41,NRSROT,NRSROT20120928,NRSROT20120928_ZOOBIOWC,2012-09-28T03:41:00,-32,115.4167,14.8918,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd3,Rottnest Island,2012-10-19 09:54,NRSROT,NRSROT20121019,NRSROT20121019_ZOOBIOWC,2012-10-19T01:54:00,-32,115.4167,13.8624,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd2,Rottnest Island,2012-11-26 11:02,NRSROT,NRSROT20121126,NRSROT20121126_ZOOBIOWC,2012-11-26T03:02:00,-32,115.4167,11.1119,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd1,Rottnest Island,2012-12-19 11:48,NRSROT,NRSROT20121219,NRSROT20121219_ZOOBIOWC,2012-12-19T03:48:00,-32,115.4167,12.0471,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cd0,Rottnest Island,2013-01-25 10:10,NRSROT,NRSROT20130125,NRSROT20130125_ZOOBIOWC,2013-01-25T02:10:00,-32,115.4167,25.5322,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ccf,Rottnest Island,2013-02-21 12:55,NRSROT,NRSROT20130221,NRSROT20130221_ZOOBIOWC,2013-02-21T04:55:00,-32,115.4167,16.0234,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cce,Rottnest Island,2013-03-21 11:34,NRSROT,NRSROT20130321,NRSROT20130321_ZOOBIOWC,2013-03-21T03:34:00,-32,115.4167,12.0863,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ccd,Rottnest Island,2013-04-23 10:38,NRSROT,NRSROT20130423,NRSROT20130423_ZOOBIOWC,2013-04-23T02:38:00,-32,115.4167,6.6483,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ccc,Rottnest Island,2013-05-17 10:00,NRSROT,NRSROT20130517,NRSROT20130517_ZOOBIOWC,2013-05-17T02:00:00,-32,115.4167,14.3967,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ccb,Rottnest Island,2013-07-12 12:35,NRSROT,NRSROT20130712,NRSROT20130712_ZOOBIOWC,2013-07-12T04:35:00,-32,115.4167,12.4478,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cca,Rottnest Island,2013-10-01 11:55,NRSROT,NRSROT20131001,NRSROT20131001_ZOOBIOWC,2013-10-01T03:55:00,-32,115.4167,96.7694,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc9,Rottnest Island,2013-10-17 08:00,NRSROT,NRSROT20131017,NRSROT20131017_ZOOBIOWC,2013-10-17T00:00:00,-32,115.4167,9.2966,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc8,Rottnest Island,2013-11-22 10:26,NRSROT,NRSROT20131122,NRSROT20131122_ZOOBIOWC,2013-11-22T02:26:00,-32,115.4167,9.9881,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc7,Rottnest Island,2013-12-18 10:43,NRSROT,NRSROT20131218,NRSROT20131218_ZOOBIOWC,2013-12-18T02:43:00,-32,115.4167,24.1884,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc6,Rottnest Island,2014-01-22 10:10,NRSROT,NRSROT20140122,NRSROT20140122_ZOOBIOWC,2014-01-22T02:10:00,-32,115.4167,15.8741,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc5,Rottnest Island,2014-02-27 12:39,NRSROT,NRSROT20140227,NRSROT20140227_ZOOBIOWC,2014-02-27T04:39:00,-32,115.4167,22.2552,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc4,Rottnest Island,2014-03-19 12:30,NRSROT,NRSROT20140319,NRSROT20140319_ZOOBIOWC,2014-03-19T04:30:00,-32,115.4167,11.4262,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc3,Rottnest Island,2014-05-19 12:22,NRSROT,NRSROT20140519,NRSROT20140519_ZOOBIOWC,2014-05-19T04:22:00,-32,115.4167,6.829,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc2,Rottnest Island,2014-06-24 13:16,NRSROT,NRSROT20140624,NRSROT20140624_ZOOBIOWC,2014-06-24T05:16:00,-32,115.4167,16.4949,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc1,Rottnest Island,2014-07-30 10:03,NRSROT,NRSROT20140730,NRSROT20140730_ZOOBIOWC,2014-07-30T02:03:00,-32,115.4167,10.3103,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cc0,Rottnest Island,2014-09-02 11:55,NRSROT,NRSROT20140902,NRSROT20140902_ZOOBIOWC,2014-09-02T03:55:00,-32,115.4167,11.2691,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cbf,Rottnest Island,2014-09-19 12:57,NRSROT,NRSROT20140919,NRSROT20140919_ZOOBIOWC,2014-09-19T04:57:00,-32,115.4167,6.7661,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cbe,Rottnest Island,2014-10-14 11:52,NRSROT,NRSROT20141014,NRSROT20141014_ZOOBIOWC,2014-10-14T03:52:00,-32,115.4167,6.609,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cbd,Rottnest Island,2014-11-19 10:16,NRSROT,NRSROT20141119,NRSROT20141119_ZOOBIOWC,2014-11-19T02:16:00,-32,115.4167,9.8074,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cbc,Rottnest Island,2014-12-16 09:37,NRSROT,NRSROT20141216,NRSROT20141216_ZOOBIOWC,2014-12-16T01:37:00,-32,115.4167,10.5146,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cbb,Rottnest Island,2015-01-28 10:15,NRSROT,NRSROT20150128,NRSROT20150128_ZOOBIOWC,2015-01-28T02:15:00,-32,115.4167,6.3261,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cba,Rottnest Island,2015-02-24 10:17,NRSROT,NRSROT20150224,NRSROT20150224_ZOOBIOWC,2015-02-24T02:17:00,-32,115.4167,12.77,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb9,Rottnest Island,2015-03-19 11:47,NRSROT,NRSROT20150319,NRSROT20150319_ZOOBIOWC,2015-03-19T03:47:00,-32,115.4167,7.3477,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb8,Rottnest Island,2015-05-07 09:36,NRSROT,NRSROT20150507,NRSROT20150507_ZOOBIOWC,2015-05-07T01:36:00,-32,115.4167,11.049,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb7,Rottnest Island,2015-07-01 09:46,NRSROT,NRSROT20150701,NRSROT20150701_ZOOBIOWC,2015-07-01T01:46:00,-32,115.4167,16.5421,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb6,Rottnest Island,2015-07-24 09:20,NRSROT,NRSROT20150724,NRSROT20150724_ZOOBIOWC,2015-07-24T01:20:00,-32,115.4167,5.108,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb5,Rottnest Island,2015-08-27 11:15,NRSROT,NRSROT20150827,NRSROT20150827_ZOOBIOWC,2015-08-27T03:15:00,-32,115.4167,3.9685,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb4,Rottnest Island,2015-09-24 10:08,NRSROT,NRSROT20150924,NRSROT20150924_ZOOBIOWC,2015-09-24T02:08:00,-32,115.4167,5.2416,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb3,Rottnest Island,2015-10-22 09:36,NRSROT,NRSROT20151022,NRSROT20151022_ZOOBIOWC,2015-10-22T01:36:00,-32,115.4167,5.9646,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb2,Rottnest Island,2015-12-15 08:22,NRSROT,NRSROT20151215,NRSROT20151215_ZOOBIOWC,2015-12-15T00:22:00,-32,115.4167,7.3555,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb1,Rottnest Island,2016-02-23 08:57,NRSROT,NRSROT20160223,NRSROT20160223_ZOOBIOWC,2016-02-23T00:57:00,-32,115.4167,8.0235,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cb0,Rottnest Island,2016-03-24 09:47,NRSROT,NRSROT20160324,NRSROT20160324_ZOOBIOWC,2016-03-24T01:47:00,-32,115.4167,5.3438,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5caf,Rottnest Island,2016-04-13 09:30,NRSROT,NRSROT20160413,NRSROT20160413_ZOOBIOWC,2016-04-13T01:30:00,-32,115.4167,28.7778,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cae,Rottnest Island,2016-05-02 09:44,NRSROT,NRSROT20160502,NRSROT20160502_ZOOBIOWC,2016-05-02T01:44:00,-32,115.4167,12.7307,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cad,Rottnest Island,2016-05-27 09:30,NRSROT,NRSROT20160527,NRSROT20160527_ZOOBIOWC,2016-05-27T01:30:00,-32,115.4167,25.0293,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cac,Rottnest Island,2016-06-21 09:26,NRSROT,NRSROT20160621,NRSROT20160621_ZOOBIOWC,2016-06-21T01:26:00,-32,115.4167,26.4674,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cab,Rottnest Island,2016-07-22 13:20,NRSROT,NRSROT20160722,NRSROT20160722_ZOOBIOWC,2016-07-22T05:20:00,-32,115.4167,20.8957,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5caa,Rottnest Island,2016-10-04 10:38,NRSROT,NRSROT20161004,NRSROT20161004_ZOOBIOWC,2016-10-04T02:38:00,-32,115.4167,19.4262,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca9,Rottnest Island,2016-10-24 09:35,NRSROT,NRSROT20161024,NRSROT20161024_ZOOBIOWC,2016-10-24T01:35:00,-32,115.4167,7.7485,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca8,Rottnest Island,2016-11-14 09:45,NRSROT,NRSROT20161114,NRSROT20161114_ZOOBIOWC,2016-11-14T01:45:00,-32,115.4167,13.0529,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca7,Rottnest Island,2016-12-14 09:35,NRSROT,NRSROT20161214,NRSROT20161214_ZOOBIOWC,2016-12-14T01:35:00,-32,115.4167,9.6612,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca6,Rottnest Island,2017-01-20 10:20,NRSROT,NRSROT20170120,NRSROT20170120_ZOOBIOWC,2017-01-20T02:20:00,-32,115.4167,10.8353,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca5,Rottnest Island,2017-03-03 10:30,NRSROT,NRSROT20170303,NRSROT20170303_ZOOBIOWC,2017-03-03T02:30:00,-32,115.4167,14.1028,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca4,Rottnest Island,2017-03-31 10:24,NRSROT,NRSROT20170331,NRSROT20170331_ZOOBIOWC,2017-03-31T02:24:00,-32,115.4167,9.1237,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca3,Rottnest Island,2017-04-07 09:28,NRSROT,NRSROT20170407,NRSROT20170407_ZOOBIOWC,2017-04-07T01:28:00,-32,115.4167,46.3572,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca2,Rottnest Island,2017-04-28 09:52,NRSROT,NRSROT20170428,NRSROT20170428_ZOOBIOWC,2017-04-28T01:52:00,-32,115.4167,4.2986,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca1,Rottnest Island,2017-05-23 09:53,NRSROT,NRSROT20170523,NRSROT20170523_ZOOBIOWC,2017-05-23T01:53:00,-32,115.4167,10.4989,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ca0,Rottnest Island,2017-06-26 09:46,NRSROT,NRSROT20170626,NRSROT20170626_ZOOBIOWC,2017-06-26T01:46:00,-32,115.4167,13.5873,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c9f,Rottnest Island,2017-08-02 09:33,NRSROT,NRSROT20170802,NRSROT20170802_ZOOBIOWC,2017-08-02T01:33:00,-32,115.4167,22.0038,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c9e,Rottnest Island,2017-09-14 09:45,NRSROT,NRSROT20170914,NRSROT20170914_ZOOBIOWC,2017-09-14T01:45:00,-32,115.4167,4.7465,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c9d,Rottnest Island,2017-11-03 09:25,NRSROT,NRSROT20171103,NRSROT20171103_ZOOBIOWC,2017-11-03T01:25:00,-32,115.4167,14.2081,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c9c,Rottnest Island,2017-11-23 10:05,NRSROT,NRSROT20171123,NRSROT20171123_ZOOBIOWC,2017-11-23T02:05:00,-32,115.4167,13.4457,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c9b,Rottnest Island,2017-12-14 09:37,NRSROT,NRSROT20171214,NRSROT20171214_ZOOBIOWC,2017-12-14T01:37:00,-32,115.4167,20.1099,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c9a,Rottnest Island,2018-01-25 10:00,NRSROT,NRSROT20180125,NRSROT20180125_ZOOBIOWC,2018-01-25T02:00:00,-32,115.4167,12.5539,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c99,Rottnest Island,2018-02-21 10:05,NRSROT,NRSROT20180221,NRSROT20180221_ZOOBIOWC,2018-02-21T02:05:00,-32,115.4167,19.6069,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c98,Rottnest Island,2018-03-28 09:23,NRSROT,NRSROT20180328,NRSROT20180328_ZOOBIOWC,2018-03-28T01:23:00,-32,115.4167,11.5468,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c97,Rottnest Island,2018-05-11 09:21,NRSROT,NRSROT20180511,NRSROT20180511_ZOOBIOWC,2018-05-11T01:21:00,-32,115.4167,7.9493,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c96,Rottnest Island,2018-06-20 09:56,NRSROT,NRSROT20180620,NRSROT20180620_ZOOBIOWC,2018-06-20T01:56:00,-32,115.4167,15.9056,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c95,Rottnest Island,2018-07-19 09:35,NRSROT,NRSROT20180719,NRSROT20180719_ZOOBIOWC,2018-07-19T01:35:00,-32,115.4167,12.5736,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c94,Rottnest Island,2018-07-27 09:33,NRSROT,NRSROT20180727,NRSROT20180727_ZOOBIOWC,2018-07-27T01:33:00,-32,115.4167,18.2946,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c93,Rottnest Island,2018-08-31 10:07,NRSROT,NRSROT20180831,NRSROT20180831_ZOOBIOWC,2018-08-31T02:07:00,-32,115.4167,38.3887,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c92,Rottnest Island,2018-09-21 09:27,NRSROT,NRSROT20180921,NRSROT20180921_ZOOBIOWC,2018-09-21T01:27:00,-32,115.4167,4.998,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c91,Rottnest Island,2018-10-24 09:18,NRSROT,NRSROT20181024,NRSROT20181024_ZOOBIOWC,2018-10-24T01:18:00,-32,115.4167,13.3909,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c90,Rottnest Island,2018-11-30 09:33,NRSROT,NRSROT20181130,NRSROT20181130_ZOOBIOWC,2018-11-30T01:33:00,-32,115.4167,11.4027,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c8f,Rottnest Island,2018-12-11 09:24,NRSROT,NRSROT20181211,NRSROT20181211_ZOOBIOWC,2018-12-11T01:24:00,-32,115.4167,15.1511,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c8e,Yongala,2009-09-09 10:40,NRSYON,NRSYON20090909,NRSYON20090909_ZOOBIOWC,2009-09-09T00:40:00,-19.3085,147.6184,17.2599,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c8d,Yongala,2009-11-23 11:45,NRSYON,NRSYON20091123,NRSYON20091123_ZOOBIOWC,2009-11-23T01:45:00,-19.3085,147.6184,24.455,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c8c,Yongala,2009-12-15 11:25,NRSYON,NRSYON20091215,NRSYON20091215_ZOOBIOWC,2009-12-15T01:25:00,-19.3085,147.6184,20.2419,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c8b,Yongala,2010-01-19 10:45,NRSYON,NRSYON20100119,NRSYON20100119_ZOOBIOWC,2010-01-19T00:45:00,-19.3085,147.6184,43.7687,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c8a,Yongala,2010-02-24 10:58,NRSYON,NRSYON20100224,NRSYON20100224_ZOOBIOWC,2010-02-24T00:58:00,-19.3085,147.6184,35.6488,POINT (147.61842 -19.30847)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5c89,Yongala,2010-04-13 14:14,NRSYON,NRSYON20100413,NRSYON20100413_ZOOBIOWC,2010-04-13T04:14:00,-19.3085,147.6184,27.0936,POINT (147.61842 -19.30847)
