FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,MG_PER_M3,geom
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d4b,Port Hacking,2010-06-09 10:53,NRSPHB,NRSPHB20100609,NRSPHB20100609_ZOOBIOWC,2010-06-09T00:53:00,-34.1192,151.2267,9.8203,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d4a,Port Hacking,2010-07-02 11:35,NRSPHB,NRSPHB20100702,NRSPHB20100702_ZOOBIOWC,2010-07-02T01:35:00,-34.1192,151.2267,56.2274,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d49,Port Hacking,2010-08-18 09:30,NRSPHB,NRSPHB20100817,NRSPHB20100817_ZOOBIOWC,2010-08-17T23:30:00,-34.1192,151.2267,66.4368,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d48,Port Hacking,2010-09-09 09:30,NRSPHB,NRSPHB20100908,NRSPHB20100908_ZOOBIOWC,2010-09-08T23:30:00,-34.1192,151.2267,67.3492,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d47,Port Hacking,2010-11-11 09:10,NRSPHB,NRSPHB20101110,NRSPHB20101110_ZOOBIOWC,2010-11-10T22:10:00,-34.1192,151.2267,10.418,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d46,Port Hacking,2010-12-14 09:30,NRSPHB,NRSPHB20101213,NRSPHB20101213_ZOOBIOWC,2010-12-13T22:30:00,-34.1192,151.2267,23.3008,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d45,Port Hacking,2011-02-04 09:58,NRSPHB,NRSPHB20110203,NRSPHB20110203_ZOOBIOWC,2011-02-03T22:58:00,-34.1192,151.2267,10.6443,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d44,Port Hacking,2011-03-01 09:30,NRSPHB,NRSPHB20110228,NRSPHB20110228_ZOOBIOWC,2011-02-28T22:30:00,-34.1192,151.2267,1.3509,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d43,Port Hacking,2011-03-30 09:33,NRSPHB,NRSPHB20110329,NRSPHB20110329_ZOOBIOWC,2011-03-29T22:33:00,-34.1192,151.2267,3.4196,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d42,Port Hacking,2011-04-21 09:36,NRSPHB,NRSPHB20110420,NRSPHB20110420_ZOOBIOWC,2011-04-20T23:36:00,-34.1192,151.2267,0.6082,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d41,Port Hacking,2011-05-18 09:25,NRSPHB,NRSPHB20110517,NRSPHB20110517_ZOOBIOWC,2011-05-17T23:25:00,-34.1192,151.2267,0.1945,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d40,Port Hacking,2011-06-20 09:34,NRSPHB,NRSPHB20110619,NRSPHB20110619_ZOOBIOWC,2011-06-19T23:34:00,-34.1192,151.2267,1.3509,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d3f,Port Hacking,2011-07-18 09:38,NRSPHB,NRSPHB20110717,NRSPHB20110717_ZOOBIOWC,2011-07-17T23:38:00,-34.1192,151.2267,0.4137,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d3e,Port Hacking,2011-08-29 10:03,NRSPHB,NRSPHB20110829,NRSPHB20110829_ZOOBIOWC,2011-08-29T00:03:00,-34.1192,151.2267,3.5681,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d3d,Port Hacking,2011-09-15 09:43,NRSPHB,NRSPHB20110914,NRSPHB20110914_ZOOBIOWC,2011-09-14T23:43:00,-34.1192,151.2267,1.457,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d3c,Port Hacking,2011-10-19 09:31,NRSPHB,NRSPHB20111018,NRSPHB20111018_ZOOBIOWC,2011-10-18T22:31:00,-34.1192,151.2267,8.3068,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d3b,Port Hacking,2011-11-18 09:36,NRSPHB,NRSPHB20111117,NRSPHB20111117_ZOOBIOWC,2011-11-17T22:36:00,-34.1192,151.2267,4.8589,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d3a,Port Hacking,2011-12-07 09:30,NRSPHB,NRSPHB20111206,NRSPHB20111206_ZOOBIOWC,2011-12-06T22:30:00,-34.1192,151.2267,32.3703,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d39,Port Hacking,2012-02-13 10:00,NRSPHB,NRSPHB20120212,NRSPHB20120212_ZOOBIOWC,2012-02-12T23:00:00,-34.1192,151.2267,12.5645,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d38,Port Hacking,2012-03-12 09:00,NRSPHB,NRSPHB20120311,NRSPHB20120311_ZOOBIOWC,2012-03-11T22:00:00,-34.1192,151.2267,4.4416,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d37,Port Hacking,2012-05-18 09:33,NRSPHB,NRSPHB20120517,NRSPHB20120517_ZOOBIOWC,2012-05-17T23:33:00,-34.1192,151.2267,5.6581,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d36,Port Hacking,2012-06-28 10:00,NRSPHB,NRSPHB20120628,NRSPHB20120628_ZOOBIOWC,2012-06-28T00:00:00,-34.1192,151.2267,3.8899,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d35,Port Hacking,2012-07-17 10:00,NRSPHB,NRSPHB20120717,NRSPHB20120717_ZOOBIOWC,2012-07-17T00:00:00,-34.1192,151.2267,4.2436,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d34,Port Hacking,2012-08-22 09:19,NRSPHB,NRSPHB20120821,NRSPHB20120821_ZOOBIOWC,2012-08-21T23:19:00,-34.1192,151.2267,14.0887,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d33,Port Hacking,2012-09-18 09:38,NRSPHB,NRSPHB20120917,NRSPHB20120917_ZOOBIOWC,2012-09-17T23:38:00,-34.1192,151.2267,54.3178,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d32,Port Hacking,2012-10-10 09:44,NRSPHB,NRSPHB20121009,NRSPHB20121009_ZOOBIOWC,2012-10-09T22:44:00,-34.1192,151.2267,9.8769,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d31,Port Hacking,2012-11-21 09:30,NRSPHB,NRSPHB20121120,NRSPHB20121120_ZOOBIOWC,2012-11-20T22:30:00,-34.1192,151.2267,31.1762,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d30,Port Hacking,2012-12-19 09:31,NRSPHB,NRSPHB20121218,NRSPHB20121218_ZOOBIOWC,2012-12-18T22:31:00,-34.1192,151.2267,2.4825,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d2f,Port Hacking,2013-01-25 10:54,NRSPHB,NRSPHB20130125,NRSPHB20130125_ZOOBIOWC,2013-01-24T23:54:00,-34.1192,151.2267,13.6042,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d2e,Port Hacking,2013-02-28 08:03,NRSPHB,NRSPHB20130227,NRSPHB20130227_ZOOBIOWC,2013-02-27T21:03:00,-34.1192,151.2267,1.8,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d2d,Port Hacking,2013-03-20 09:27,NRSPHB,NRSPHB20130319,NRSPHB20130319_ZOOBIOWC,2013-03-19T22:27:00,-34.1192,151.2267,2.0404,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d2c,Port Hacking,2013-04-23 09:32,NRSPHB,NRSPHB20130422,NRSPHB20130422_ZOOBIOWC,2013-04-22T23:32:00,-34.1192,151.2267,1.2625,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d2b,Port Hacking,2013-05-15 09:40,NRSPHB,NRSPHB20130514,NRSPHB20130514_ZOOBIOWC,2013-05-14T23:40:00,-34.1192,151.2267,0.7323,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d2a,Port Hacking,2013-06-12 09:55,NRSPHB,NRSPHB20130611,NRSPHB20130611_ZOOBIOWC,2013-06-11T23:55:00,-34.1192,151.2267,,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d29,Port Hacking,2013-07-26 09:24,NRSPHB,NRSPHB20130725,NRSPHB20130725_ZOOBIOWC,2013-07-25T23:24:00,-34.1192,151.2267,3.9005,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d28,Port Hacking,2013-08-27 09:30,NRSPHB,NRSPHB20130826,NRSPHB20130826_ZOOBIOWC,2013-08-26T23:30:00,-34.1192,151.2267,14.9911,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d27,Port Hacking,2013-09-16 08:15,NRSPHB,NRSPHB20130915,NRSPHB20130915_ZOOBIOWC,2013-09-15T22:15:00,-34.1192,151.2267,4.3654,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d26,Port Hacking,2013-10-21 09:36,NRSPHB,NRSPHB20131020,NRSPHB20131020_ZOOBIOWC,2013-10-20T22:36:00,-34.1192,151.2267,4.6078,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d25,Port Hacking,2013-10-28 10:17,NRSPHB,NRSPHB20131027,NRSPHB20131027_ZOOBIOWC,2013-10-27T23:17:00,-34.1192,151.2267,8.9398,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d24,Port Hacking,2013-12-03 09:30,NRSPHB,NRSPHB20131202,NRSPHB20131202_ZOOBIOWC,2013-12-02T22:30:00,-34.1192,151.2267,3.1296,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d23,Port Hacking,2014-01-21 09:43,NRSPHB,NRSPHB20140120,NRSPHB20140120_ZOOBIOWC,2014-01-20T22:43:00,-34.1192,151.2267,4.4003,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d22,Port Hacking,2014-02-12 09:57,NRSPHB,NRSPHB20140211,NRSPHB20140211_ZOOBIOWC,2014-02-11T22:57:00,-34.1192,151.2267,4.5406,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d21,Port Hacking,2014-03-18 09:48,NRSPHB,NRSPHB20140317,NRSPHB20140317_ZOOBIOWC,2014-03-17T22:48:00,-34.1192,151.2267,4.6651,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d20,Port Hacking,2014-04-28 09:38,NRSPHB,NRSPHB20140427,NRSPHB20140427_ZOOBIOWC,2014-04-27T23:38:00,-34.1192,151.2267,5.8667,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d1f,Port Hacking,2014-05-16 09:35,NRSPHB,NRSPHB20140515,NRSPHB20140515_ZOOBIOWC,2014-05-15T23:35:00,-34.1192,151.2267,4.4451,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d1e,Port Hacking,2014-06-13 09:20,NRSPHB,NRSPHB20140612,NRSPHB20140612_ZOOBIOWC,2014-06-12T23:20:00,-34.1192,151.2267,11.3233,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d1d,Port Hacking,2014-07-16 10:00,NRSPHB,NRSPHB20140716,NRSPHB20140716_ZOOBIOWC,2014-07-16T00:00:00,-34.1192,151.2267,5.1559,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d1c,Port Hacking,2014-08-25 09:57,NRSPHB,NRSPHB20140824,NRSPHB20140824_ZOOBIOWC,2014-08-24T23:57:00,-34.1192,151.2267,5.11,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d1b,Port Hacking,2014-09-11 10:13,NRSPHB,NRSPHB20140911,NRSPHB20140911_ZOOBIOWC,2014-09-11T00:13:00,-34.1192,151.2267,28.6689,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d1a,Port Hacking,2014-10-22 09:30,NRSPHB,NRSPHB20141021,NRSPHB20141021_ZOOBIOWC,2014-10-21T22:30:00,-34.1192,151.2267,8.0239,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d19,Port Hacking,2014-11-13 09:36,NRSPHB,NRSPHB20141112,NRSPHB20141112_ZOOBIOWC,2014-11-12T22:36:00,-34.1192,151.2267,5.6725,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d18,Port Hacking,2014-12-09 09:51,NRSPHB,NRSPHB20141208,NRSPHB20141208_ZOOBIOWC,2014-12-08T22:51:00,-34.1192,151.2267,2.956,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d17,Port Hacking,2015-01-22 09:48,NRSPHB,NRSPHB20150121,NRSPHB20150121_ZOOBIOWC,2015-01-21T22:48:00,-34.1192,151.2267,4.5972,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d16,Port Hacking,2015-02-26 09:37,NRSPHB,NRSPHB20150225,NRSPHB20150225_ZOOBIOWC,2015-02-25T22:37:00,-34.1192,151.2267,7.2671,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d15,Port Hacking,2015-03-31 09:32,NRSPHB,NRSPHB20150330,NRSPHB20150330_ZOOBIOWC,2015-03-30T22:32:00,-34.1192,151.2267,4.8534,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d14,Port Hacking,2015-05-19 09:43,NRSPHB,NRSPHB20150518,NRSPHB20150518_ZOOBIOWC,2015-05-18T23:43:00,-34.1192,151.2267,4.8094,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d13,Port Hacking,2015-06-30 11:11,NRSPHB,NRSPHB20150630,NRSPHB20150630_ZOOBIOWC,2015-06-30T01:11:00,-34.1192,151.2267,2.9564,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d12,Port Hacking,2015-07-23 10:07,NRSPHB,NRSPHB20150723,NRSPHB20150723_ZOOBIOWC,2015-07-23T00:07:00,-34.1192,151.2267,3.641,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d11,Port Hacking,2015-08-19 10:03,NRSPHB,NRSPHB20150819,NRSPHB20150819_ZOOBIOWC,2015-08-19T00:03:00,-34.1192,151.2267,4.9119,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d10,Port Hacking,2015-10-14 09:42,NRSPHB,NRSPHB20151013,NRSPHB20151013_ZOOBIOWC,2015-10-13T22:42:00,-34.1192,151.2267,3.8546,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d0f,Port Hacking,2015-11-16 09:33,NRSPHB,NRSPHB20151115,NRSPHB20151115_ZOOBIOWC,2015-11-15T22:33:00,-34.1192,151.2267,8.1441,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d0e,Port Hacking,2016-02-02 10:52,NRSPHB,NRSPHB20160201,NRSPHB20160201_ZOOBIOWC,2016-02-01T23:52:00,-34.1192,151.2267,7.6208,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d0d,Port Hacking,2016-03-01 09:00,NRSPHB,NRSPHB20160229,NRSPHB20160229_ZOOBIOWC,2016-02-29T22:00:00,-34.1192,151.2267,11.2243,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d0c,Port Hacking,2016-04-08 09:13,NRSPHB,NRSPHB20160407,NRSPHB20160407_ZOOBIOWC,2016-04-07T23:13:00,-34.1192,151.2267,6.2345,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d0b,Port Hacking,2016-05-03 09:14,NRSPHB,NRSPHB20160502,NRSPHB20160502_ZOOBIOWC,2016-05-02T23:14:00,-34.1192,151.2267,3.8899,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d0a,Port Hacking,2016-06-15 11:06,NRSPHB,NRSPHB20160615,NRSPHB20160615_ZOOBIOWC,2016-06-15T01:06:00,-34.1192,151.2267,3.7591,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d09,Port Hacking,2016-07-19 10:19,NRSPHB,NRSPHB20160719,NRSPHB20160719_ZOOBIOWC,2016-07-19T00:19:00,-34.1192,151.2267,6.1709,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d08,Port Hacking,2016-08-30 09:20,NRSPHB,NRSPHB20160829,NRSPHB20160829_ZOOBIOWC,2016-08-29T23:20:00,-34.1192,151.2267,9.3995,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d07,Port Hacking,2016-09-27 09:54,NRSPHB,NRSPHB20160926,NRSPHB20160926_ZOOBIOWC,2016-09-26T23:54:00,-34.1192,151.2267,10.6867,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d06,Port Hacking,2016-10-31 09:35,NRSPHB,NRSPHB20161030,NRSPHB20161030_ZOOBIOWC,2016-10-30T22:35:00,-34.1192,151.2267,8.9115,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d05,Port Hacking,2016-12-05 09:45,NRSPHB,NRSPHB20161204,NRSPHB20161204_ZOOBIOWC,2016-12-04T22:45:00,-34.1192,151.2267,16.9213,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d04,Port Hacking,2017-02-06 10:49,NRSPHB,NRSPHB20170205,NRSPHB20170205_ZOOBIOWC,2017-02-05T23:49:00,-34.1192,151.2267,8.8691,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d03,Port Hacking,2017-03-22 09:21,NRSPHB,NRSPHB20170321,NRSPHB20170321_ZOOBIOWC,2017-03-21T22:21:00,-34.1192,151.2267,6.4043,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d02,Port Hacking,2017-04-19 10:00,NRSPHB,NRSPHB20170419,NRSPHB20170419_ZOOBIOWC,2017-04-19T00:00:00,-34.1192,151.2267,9.1272,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d01,Port Hacking,2017-05-18 09:45,NRSPHB,NRSPHB20170517,NRSPHB20170517_ZOOBIOWC,2017-05-17T23:45:00,-34.1192,151.2267,5.2726,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5d00,Port Hacking,2017-06-15 08:52,NRSPHB,NRSPHB20170614,NRSPHB20170614_ZOOBIOWC,2017-06-14T22:52:00,-34.1192,151.2267,6.0931,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cff,Port Hacking,2017-07-17 09:42,NRSPHB,NRSPHB20170716,NRSPHB20170716_ZOOBIOWC,2017-07-16T23:42:00,-34.1192,151.2267,5.8066,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cfe,Port Hacking,2017-08-22 09:50,NRSPHB,NRSPHB20170821,NRSPHB20170821_ZOOBIOWC,2017-08-21T23:50:00,-34.1192,151.2267,13.636,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cfd,Port Hacking,2017-09-22 08:48,NRSPHB,NRSPHB20170921,NRSPHB20170921_ZOOBIOWC,2017-09-21T22:48:00,-34.1192,151.2267,16.7975,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cfc,Port Hacking,2017-10-25 09:01,NRSPHB,NRSPHB20171024,NRSPHB20171024_ZOOBIOWC,2017-10-24T22:01:00,-34.1192,151.2267,8.1972,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cfb,Port Hacking,2017-12-12 08:54,NRSPHB,NRSPHB20171211,NRSPHB20171211_ZOOBIOWC,2017-12-11T21:54:00,-34.1192,151.2267,23.9692,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cfa,Port Hacking,2018-01-24 09:41,NRSPHB,NRSPHB20180123,NRSPHB20180123_ZOOBIOWC,2018-01-23T22:41:00,-34.1192,151.2267,16.6631,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf9,Port Hacking,2018-02-22 09:18,NRSPHB,NRSPHB20180221,NRSPHB20180221_ZOOBIOWC,2018-02-21T22:18:00,-34.1192,151.2267,17.3598,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf8,Port Hacking,2018-03-27 09:40,NRSPHB,NRSPHB20180326,NRSPHB20180326_ZOOBIOWC,2018-03-26T22:40:00,-34.1192,151.2267,9.3217,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf7,Port Hacking,2018-05-29 09:50,NRSPHB,NRSPHB20180528,NRSPHB20180528_ZOOBIOWC,2018-05-28T23:50:00,-34.1192,151.2267,17.2219,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf6,Port Hacking,2018-07-25 09:33,NRSPHB,NRSPHB20180724,NRSPHB20180724_ZOOBIOWC,2018-07-24T23:33:00,-34.1192,151.2267,6.0542,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf5,Port Hacking,2018-09-05 10:50,NRSPHB,NRSPHB20180905,NRSPHB20180905_ZOOBIOWC,2018-09-05T00:50:00,-34.1192,151.2267,50.6825,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf4,Port Hacking,2018-09-27 10:43,NRSPHB,NRSPHB20180927,NRSPHB20180927_ZOOBIOWC,2018-09-27T00:43:00,-34.1192,151.2267,12.416,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf3,Port Hacking,2018-12-19 09:40,NRSPHB,NRSPHB20181218,NRSPHB20181218_ZOOBIOWC,2018-12-18T22:40:00,-34.1192,151.2267,9.8875,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf2,Port Hacking,2019-01-22 09:43,NRSPHB,NRSPHB20190121,NRSPHB20190121_ZOOBIOWC,2019-01-21T22:43:00,-34.1192,151.2267,9.9441,POINT (151.22667 -34.11923)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf1,Rottnest Island,2009-10-26 09:53,NRSROT,NRSROT20091026,NRSROT20091026_ZOOBIOWC,2009-10-26T01:53:00,-32,115.4167,11.3555,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cf0,Rottnest Island,2009-12-22 10:00,NRSROT,NRSROT20091222,NRSROT20091222_ZOOBIOWC,2009-12-22T02:00:00,-32,115.4167,9.1316,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cef,Rottnest Island,2010-03-15 10:00,NRSROT,NRSROT20100315,NRSROT20100315_ZOOBIOWC,2010-03-15T02:00:00,-32,115.4167,74.2941,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5cee,Rottnest Island,2010-04-16 08:30,NRSROT,NRSROT20100416,NRSROT20100416_ZOOBIOWC,2010-04-16T00:30:00,-32,115.4167,17.5637,POINT (115.41667 -32)
anmn_nrs_bgc_plankton_biomass_data.fid--5dc4962a_16a9b174f18_-5ced,Rottnest Island,2010-05-20 10:05,NRSROT,NRSROT20100520,NRSROT20100520_ZOOBIOWC,2010-05-20T02:05:00,-32,115.4167,6.0196,POINT (115.41667 -32)
